	ISU_CD	ISU_SRT_CD	ISU_NM	ISU_ABBRV	ISU_ENG_NM	LIST_DD	MKT_TP_NM	SECUGRP_NM	SECT_TP_NM	KIND_STKCERT_TP_NM	PARVAL	LIST_SHRS	KOSPI200
550	KR7267270007	267270	에이치디현대건설기계보통주	HD현대건설기계	HD Hyundai Construction Equipment	20170510	KOSPI	주권	-	보통주	5000	17357613	1.0
551	KR7443060009	443060	에이치디현대마린솔루션보통주	HD현대마린솔루션	HD HYUNDAI MARINE SOLUTION CO., LTD	20240508	KOSPI	주권	-	보통주	500	44829210	1.0
552	KR7071970008	071970	에이치디현대마린엔진보통주	HD현대마린엔진	HD-Hyundai Marine Engine	20090515	KOSPI	주권	-	보통주	2500	33921495	1.0
553	KR7267250009	267250	에이치디현대보통주	HD현대	HD HYUNDAI	20170510	KOSPI	주권	-	보통주	1000	78993085	1.0
554	KR7322000001	322000	에이치디현대에너지솔루션보통주	HD현대에너지솔루션	HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.	20191119	KOSPI	주권	-	보통주	5000	11200000	
555	KR7042670000	042670	에이치디현대인프라코어보통주	HD현대인프라코어	HD Hyundai Infracore	20010202	KOSPI	주권	-	보통주	1000	188851238	1.0
556	KR7267260008	267260	에이치디현대일렉트릭보통주	HD현대일렉트릭	HD HYUNDAI ELECTRIC	20170510	KOSPI	주권	-	보통주	5000	36047135	1.0
557	KR7329180004	329180	에이치디현대중공업보통주	HD현대중공업	HD HYUNDAI HEAVY INDUSTRIES	20210917	KOSPI	주권	-	보통주	5000	104961225	1.0
558	KR7002460004	002460	에이치에스화성보통주	HS화성	HS HWASUNG	19880929	KOSPI	주권	-	보통주	5000	10150000	
559	KR7487570004	487570	에이치에스효성보통주	HS효성	HSHYOSUNG	20240729	KOSPI	주권	-	보통주	5000	3725927	
560	KR7298050006	298050	에이치에스효성첨단소재보통주	HS효성첨단소재	HS HYOSUNG ADVANCED MATERIALS	20180713	KOSPI	주권	-	보통주	5000	4479948	
561	KR7003580008	003580	에이치엘비글로벌보통주	HLB글로벌	HLB GLOBAL Co., Ltd.	19900323	KOSPI	주권	-	보통주	500	50663505	
562	KR7011200003	011200	에이치엠엠보통주	HMM	HMM	19951005	KOSPI	주권	-	보통주	5000	943237970	1.0
563	KR7003060001	003060	에이프로젠바이오로직스보통주	에이프로젠바이오로직스	Aprogen Biologics	19841019	KOSPI	주권	-	보통주	500	198407845	
564	KR7007460009	007460	에이프로젠보통주	에이프로젠	Aprogen	19950708	KOSPI	주권	-	보통주	500	329305030	
565	KR7244920005	244920	에이플러스에셋보통주	에이플러스에셋	A Plus Asset	20201120	KOSPI	주권	-	보통주	500	22607693	
566	KR7278470000	278470	에이피알보통주	에이피알	APR	20240227	KOSPI	주권	-	보통주	100	37430655	1.0
567	KR7450080007	450080	에코프로머티보통주	에코프로머티	ECOPRO MATERIALS	20231117	KOSPI	주권	-	보통주	500	70558754	1.0
568	KR7019490002	019490	엑시큐어하이트론보통주	엑시큐어하이트론	EXICURE HITRON INC.	19981104	KOSPI	주권	-	보통주	500	76432270	
569	KR7036570000	036570	엔씨소프트보통주	엔씨소프트	NCsoftCorporation	20030522	KOSPI	주권	-	보통주	500	21544022	1.0
570	KR7400760005	400760	엔에이치올원리츠보통주	NH올원리츠	NHALLONEREIT	20211118	KOSPI	부동산투자회사	-	보통주	500	54929275	
571	KR7005941000	005945	엔에이치투자증권1우선주	NH투자증권우	NH INVESTMENT & SECURITIES(1P)	19880913	KOSPI	주권	-	구형우선주	5000	18870968	
572	KR7005940002	005940	엔에이치투자증권보통주	NH투자증권	NH INVESTMENT & SECURITIES	19750930	KOSPI	주권	-	보통주	5000	356344369	1.0
573	KR7085310001	085310	엔케이 보통주	엔케이	NK	20080124	KOSPI	주권	-	보통주	500	78880322	
574	KYG5307W1015	900140	엘브이엠씨홀딩스보통주	엘브이엠씨홀딩스	LVMC Holdings	20101130	KOSPI	외국주권	-	보통주	.25	193240432	
575	KR7066970005	066970	엘앤에프보통주	엘앤에프	L&F	20240129	KOSPI	주권	-	보통주	500	40231480	1.0
576	KR7108671009	108675	엘엑스하우시스1우선주	LX하우시스우	LX HAUSYS, LTD.(1P)	20090420	KOSPI	주권	-	구형우선주	5000	1032330	
577	KR7108670001	108670	엘엑스하우시스보통주	LX하우시스	LX HAUSYS, LTD.	20090420	KOSPI	주권	-	보통주	5000	8967670	
578	KR738380K012	38380K	엘엑스홀딩스1우선주	LX홀딩스1우	LX HOLDINGS(1P)	20210527	KOSPI	주권	-	종류주권	1000	1465285	
579	KR7383800000	383800	엘엑스홀딩스보통주	LX홀딩스	LX HOLDINGS	20210527	KOSPI	주권	-	보통주	1000	76280690	
580	KR7064400005	064400	엘지씨엔에스보통주	LG씨엔에스	LG CNS	20250205	KOSPI	주권	-	보통주	500	96885948	1.0
581	KR7037560000	037560	엘지헬로비전보통주	LG헬로비전	LG HelloVision	20121109	KOSPI	주권	-	보통주	2500	77446865	
582	KR7097520001	097520	엠씨넥스보통주	엠씨넥스	MCNEX Co.,Ltd.	20210706	KOSPI	주권	-	보통주	500	17401500	
583	KR7484870001	484870	엠앤씨솔루션보통주	엠앤씨솔루션	MNC Solution	20241216	KOSPI	주권	-	보통주	100	9153900	1.0
584	KR7014440002	014440	영보화학보통주	영보화학	YoungboChemical	19970827	KOSPI	주권	-	보통주	500	20000000	
585	KR7111770004	111770	영원무역보통주	영원무역	Youngone Corporation	20090730	KOSPI	주권	-	보통주	500	44311468	1.0
586	KR7009970005	009970	영원무역홀딩스보통주	영원무역홀딩스	YoungoneHoldings	19881107	KOSPI	주권	-	보통주	500	13499237	1.0
587	KR7003520004	003520	영진약품보통주	영진약품	YUNGJIN PHARM	19730625	KOSPI	주권	-	보통주	500	182892731	
588	KR7000670000	000670	영풍보통주	영풍	Youngpoong	19760612	KOSPI	주권	-	보통주	500	19108450	
589	KR7012280004	012280	영화금속보통주	영화금속	YeonghwaMetal	19900125	KOSPI	주권	-	보통주	500	51664505	
590	KR7012160008	012160	영흥보통주	영흥	YOUNGWIRE	20100125	KOSPI	주권	-	보통주	500	101310372	
591	KR7007310006	007310	오뚜기보통주	오뚜기	OTOKI	19940812	KOSPI	주권	-	보통주	5000	4007830	1.0
592	KR7002630002	002630	오리엔트바이오보통주	오리엔트바이오	ORIENTBIO	19761228	KOSPI	주권	-	보통주	500	118583005	
593	KR7271560005	271560	오리온보통주	오리온	ORION	20170707	KOSPI	주권	-	보통주	500	39536132	1.0
594	KR7001800002	001800	오리온홀딩스보통주	오리온홀딩스	ORION Holdings	19750627	KOSPI	주권	-	보통주	500	62645422	
595	KR7010060002	010060	오씨아이홀딩스보통주	OCI홀딩스	OCI Holdings Company Ltd.	19850709	KOSPI	주권	-	보통주	5000	18670232	1.0
596	KR7005320007	005320	온타이드보통주	온타이드	ONTIDE	19961224	KOSPI	주권	-	보통주	500	68375690	
597	KR7037270006	037270	와이지플러스보통주	YG PLUS	YG PLUS	20030801	KOSPI	주권	-	보통주	500	63663110	
598	KR7011690005	011690	와이투솔루션보통주	와이투솔루션	Y2 Solution	19951221	KOSPI	주권	-	보통주	2500	36574394	
599	KR7316140003	316140	우리금융지주보통주	우리금융지주	WooriFinancialGroup	20190213	KOSPI	주권	-	보통주	5000	734076320	1.0
600	KR7006980007	006980	우성보통주	우성	WOOSUNG	19881010	KOSPI	주권	-	보통주	5000	3090000	
601	KR7017370008	017370	우신시스템보통주	우신시스템	WooshinSystems	20020528	KOSPI	주권	-	보통주	500	18314054	
602	KR7105840003	105840	우진보통주	우진	WOOJIN INC	20100726	KOSPI	주권	-	보통주	500	20197670	
603	KR7010400000	010400	우진아이엔에스보통주	우진아이엔에스	WOOJINI&S	20180914	KOSPI	주권	-	보통주	500	7622000	
604	KR7049800006	049800	우진플라임 보통주	우진플라임	WOOJIN PLAIMM CO., LTD	20060524	KOSPI	주권	-	보통주	500	20000000	
605	KR7016880007	016880	웅진보통주	웅진	WOONGJIN	19941105	KOSPI	주권	-	보통주	500	79927080	
606	KR7095720009	095720	웅진씽크빅 보통주	웅진씽크빅	WOONGJIN THINKBIG CO., LTD.	20070531	KOSPI	주권	-	보통주	500	115505985	
607	KR7005820006	005820	원림보통주	원림	Wonlim	19900420	KOSPI	주권	-	보통주	5000	2297970	
608	KR7010600005	010600	웰바이오텍보통주	웰바이오텍	WELLBIOTEC	19970718	KOSPI	주권	-	보통주	500	90923407	
609	KR7008600009	008600	윌비스보통주	윌비스	TheWillBes	19890728	KOSPI	주권	-	보통주	1000	67236039	
610	KR7014830004	014830	유니드 보통주	유니드	UNID	20041203	KOSPI	주권	-	보통주	5000	6767600	
611	KR7446070005	446070	유니드비티플러스보통주	유니드비티플러스	UNID btplus	20221128	KOSPI	주권	-	보통주	1000	10611215	
612	KR7047400007	047400	유니온머티리얼보통주	유니온머티리얼	Union Materials Corp.	20090929	KOSPI	주권	-	보통주	500	42000000	
613	KR7000910000	000910	유니온보통주	유니온	Union	19960703	KOSPI	주권	-	보통주	500	15611619	
614	KR7011330008	011330	유니켐보통주	유니켐	UNI CHEM.CO.,LTD	19891214	KOSPI	주권	-	보통주	500	93263998	
615	KR7077500007	077500	유니퀘스트 보통주	유니퀘스트	Uniquest Corporation	20040805	KOSPI	주권	-	보통주	500	21600102	
616	KR7002920007	002920	유성기업보통주	유성기업	YoosungEnterprise	19881010	KOSPI	주권	-	보통주	500	25947500	
617	KR7000700005	000700	유수홀딩스보통주	유수홀딩스	EUSU HOLDINGS	19560303	KOSPI	주권	-	보통주	2500	26041812	
618	KR7003471000	003475	유안타증권1우선주	유안타증권우	Yuanta Securities Korea(1P)	19890322	KOSPI	주권	-	구형우선주	5000	12912212	
619	KR7003470002	003470	유안타증권보통주	유안타증권	Yuanta Securities Korea	19880121	KOSPI	주권	-	보통주	5000	199596576	
620	KR7072130008	072130	유엔젤보통주	유엔젤	UANGEL	20030701	KOSPI	주권	-	보통주	500	12895454	
621	KR7000221002	000225	유유제약1우선주	유유제약1우	YuyuPharma(1P)	19900105	KOSPI	주권	-	구형우선주	1000	2266930	
622	KR7000222000	000227	유유제약2우선주(신형)	유유제약2우B	YuyuPharma(2PB)	20000620	KOSPI	주권	-	신형우선주	1000	325560	
623	KR7000220004	000220	유유제약보통주	유유제약	YuyuPharma	19751118	KOSPI	주권	-	보통주	1000	17032351	
624	KR7001200005	001200	유진투자증권보통주	유진투자증권	EUGENE INVESTMENT & SECURITIES	19870824	KOSPI	주권	-	보통주	5000	96866418	
625	KR7000101006	000105	유한양행1우선주	유한양행우	Yuhan(1P)	19950221	KOSPI	주권	-	구형우선주	1000	1180940	
626	KR7000100008	000100	유한양행보통주	유한양행	Yuhan	19621101	KOSPI	주권	-	보통주	1000	79968437	1.0
627	KR7003461001	003465	유화증권1우선주	유화증권우	YuhwaSecurities(1P)	19900220	KOSPI	주권	-	구형우선주	1000	17476425	
628	KR7003460003	003460	유화증권보통주	유화증권	YuhwaSecurities	19870824	KOSPI	주권	-	보통주	1000	56702415	
629	KR7008730004	008730	율촌화학보통주	율촌화학	YoulchonChemical	19880830	KOSPI	주권	-	보통주	500	24800000	
630	KR7008250003	008250	이건산업보통주	이건산업	EagonIndustrial	19881021	KOSPI	주권	-	보통주	5000	10952635	
631	KR7025820002	025820	이구산업보통주	이구산업	LeekuIndustrial	19950818	KOSPI	주권	-	보통주	500	33442000	
632	KR7214320004	214320	이노션보통주	이노션	INNOCEAN WORLDWIDE INC.	20150717	KOSPI	주권	-	보통주	500	40000000	
633	KR7088260005	088260	이리츠코크렙기업구조조정부동산투자회사보통주	이리츠코크렙	E KOCREF CR-REIT	20180627	KOSPI	부동산투자회사	-	보통주	500	63341590	
634	KR7139480008	139480	이마트보통주	이마트	E-MART Co., Ltd.	20110610	KOSPI	주권	-	보통주	5000	27595819	1.0
635	KR7457190007	457190	이수스페셜티케미컬보통주	이수스페셜티케미컬	ISU SPECIALTY CHEMICAL	20230531	KOSPI	주권	-	보통주	1000	30208280	1.0
636	KR7007660004	007660	이수페타시스보통주	이수페타시스	ISUPETASYS	20031007	KOSPI	주권	-	보통주	1000	73409219	1.0
637	KR7005950001	005950	이수화학보통주	이수화학	IsuChemical	19880428	KOSPI	주권	-	보통주	5000	26294169	
638	KR7015020001	015020	이스타코보통주	이스타코	e-STARCO	19881223	KOSPI	주권	-	보통주	500	42851600	
639	KR7074610007	074610	이엔플러스보통주	이엔플러스	ENPLUS	20031223	KOSPI	주권	-	보통주	500	7337472	
640	KR7102460003	102460	이연제약보통주	이연제약	REYON PHARMACEUTICAL	20100610	KOSPI	주권	-	보통주	500	18586811	
641	KR7084680008	084680	이월드보통주	이월드	E-WORLD	20050726	KOSPI	주권	-	보통주	1000	141806193	
642	KR7350520003	350520	이지스레지던스리츠보통주	이지스레지던스리츠	IGIS RESIDENCE REIT	20200805	KOSPI	부동산투자회사	-	보통주	1000	36866202	
643	KR7334890001	334890	이지스밸류플러스리츠보통주	이지스밸류플러스리츠	IGIS Value Plus REIT	20200716	KOSPI	부동산투자회사	-	보통주	1000	69448683	
644	KR7000760009	000760	이화산업보통주	이화산업	RIFA	19940429	KOSPI	주권	-	보통주	5000	2800000	
645	KR7014990006	014990	인디에프보통주	인디에프	In the F	19890620	KOSPI	주권	-	보통주	500	75112995	
646	KR7101140002	101140	인바이오젠보통주	인바이오젠	INBIOGEN	20080402	KOSPI	주권	-	보통주	500	10044216	
647	KR7006490007	006490	인스코비보통주	인스코비	Inscobee	19850117	KOSPI	주권	-	보통주	500	125886117	
648	KR7023800006	023800	인지컨트롤스보통주	인지컨트롤스	InziControls	19970623	KOSPI	주권	-	보통주	500	15809197	
649	KR7034590000	034590	인천도시가스 보통주	인천도시가스	INCHEON CITY GAS	20061107	KOSPI	주권	-	보통주	5000	4374754	
650	KR7129260006	129260	인터지스보통주	인터지스	INTERGIS	20111216	KOSPI	주권	-	보통주	500	29747874	
651	KR7023810005	023810	인팩보통주	인팩	INFAC	20040921	KOSPI	주권	-	보통주	500	10000000	
652	KR7249420001	249420	일동제약보통주	일동제약	ILDONG PHARM	20160831	KOSPI	주권	-	보통주	1000	31638252	
653	KR7000230003	000230	일동홀딩스보통주	일동홀딩스	ILDONG HOLDINGS	19750628	KOSPI	주권	-	보통주	1000	11540400	
654	KR7013360003	013360	일성건설보통주	일성건설	IlsungConstruction	19891202	KOSPI	주권	-	보통주	500	54024880	
655	KR7003120003	003120	일성아이에스보통주	일성아이에스	ILSUNG IS	19850114	KOSPI	주권	-	보통주	1000	13300000	
656	KR7003200003	003200	일신방직보통주	일신방직	IlshinSpinning	19730523	KOSPI	주권	-	보통주	500	22960000	
657	KR7007110000	007110	일신석재보통주	일신석재	IlshinStone	19860304	KOSPI	주권	-	보통주	500	77456610	
658	KR7007571003	007575	일양약품1우선주	일양약품우	IlyangPharmaceutical(1P)	19891221	KOSPI	주권	-	구형우선주	2500	445080	
659	KR7007570005	007570	일양약품보통주	일양약품	IlyangPharmaceutical	19740828	KOSPI	주권	-	보통주	2500	19085664	
660	KR7008500001	008500	일정실업보통주	일정실업	IljeongIndustrial	19940812	KOSPI	주권	-	보통주	1000	6000000	
661	KR7081000002	081000	일진다이아몬드 보통주	일진다이아	ILJIN DIAMOND CO., LTD	20041222	KOSPI	주권	-	보통주	1000	14202975	
662	KR7020760005	020760	일진디스플레이보통주	일진디스플	ILJIN DISPLAY	20020109	KOSPI	주권	-	보통주	500	51513741	
663	KR7103590006	103590	일진전기 보통주	일진전기	ILJIN ELECTRIC	20080801	KOSPI	주권	-	보통주	1000	47685390	1.0
664	KR7271940009	271940	일진하이솔루스보통주	일진하이솔루스	ILJIN HYSOLUS	20210901	KOSPI	주권	-	보통주	500	36313190	
665	KR7015860000	015860	일진홀딩스보통주	일진홀딩스	ILJINHOLDINGS	19900322	KOSPI	주권	-	보통주	1000	49347483	
666	KR7226320000	226320	잇츠한불보통주	잇츠한불	ITSHANBUL	20151228	KOSPI	주권	-	보통주	500	21929315	
667	KR7317400000	317400	자이에스앤디보통주	자이에스앤디	XI S&D	20191106	KOSPI	주권	-	보통주	1000	38782520	
668	KR7033240003	033240	자화전자보통주	자화전자	JahwaElectronics	19990106	KOSPI	주권	-	보통주	500	21756636	
669	KR7000950006	000950	전방보통주	전방	Chonbang	19681021	KOSPI	주권	-	보통주	5000	1680000	
670	KR7079900007	079900	전진건설로봇보통주	전진건설로봇	JUNJIN C&R	20240819	KOSPI	주권	-	보통주	500	14592545	
671	KR7348950007	348950	제이알글로벌리츠보통주	제이알글로벌리츠	JR GLOBAL REIT	20200807	KOSPI	부동산투자회사	-	보통주	1000	197376000	
672	KR7194370003	194370	제이에스코퍼레이션보통주	제이에스코퍼레이션	JS Corporation	20160204	KOSPI	주권	-	보통주	100	29016758	
673	KR7030000004	030000	제일기획보통주	제일기획	CheilWorldwide	19980303	KOSPI	주권	-	보통주	200	115041225	1.0
674	KR7271980005	271980	제일약품보통주	제일약품	JEIL PHARM	20170717	KOSPI	주권	-	보통주	500	14704872	
675	KR7001560002	001560	제일연마공업보통주	제일연마	CHEILGRINDINGWHEELIND.CO.,LTD	20051209	KOSPI	주권	-	보통주	500	9800000	
676	KR7002620003	002620	제일파마홀딩스보통주	제일파마홀딩스	JEIL PHARMA HOLDINGS INC.	19880120	KOSPI	주권	-	보통주	500	15973355	
677	KR7006220008	006220	제주은행보통주	제주은행	Jeju Bank	19721228	KOSPI	주권	-	보통주	5000	37798557	
678	KR7089590004	089590	제주항공보통주	제주항공	JEJUAIR, CO., LTD.	20151106	KOSPI	주권	-	보통주	1000	80640985	
679	KR7004910006	004910	조광페인트보통주	조광페인트	ChokwangPaint	19761227	KOSPI	주권	-	보통주	500	12800000	
680	KR7004700001	004700	조광피혁보통주	조광피혁	ChokwangLeather	19770527	KOSPI	주권	-	보통주	5000	6649138	
681	KR7001550003	001550	조비보통주	조비	Chobi	19761228	KOSPI	주권	-	보통주	5000	5192239	
682	KR7462520008	462520	조선내화보통주	조선내화	Chosun Refractories	20230728	KOSPI	주권	-	보통주	500	11855168	
683	KR7120030002	120030	조선선재 보통주	조선선재	CHOSUN WELDING POHANG Co., Ltd	20100219	KOSPI	주권	-	보통주	500	1257651	
684	KR7018470005	018470	조일알미늄보통주	조일알미늄	CHOILALUMINUM	19881122	KOSPI	주권	-	보통주	500	126631721	
685	KR7002600005	002600	조흥보통주	조흥	CHOHEUNG CORPORATION	19761223	KOSPI	주권	-	보통주	5000	600000	
686	KR7063160006	063160	종근당바이오보통주	종근당바이오	CKDBioCorporation	20011211	KOSPI	주권	-	보통주	2500	5485962	
687	KR7185750007	185750	종근당보통주	종근당	CHONGKUNDANG	20131206	KOSPI	주권	-	보통주	2500	13802780	
688	KR7001630003	001630	종근당홀딩스보통주	종근당홀딩스	CHONGKUNDANG HOLDINGS CORP.	19760630	KOSPI	주권	-	보통주	2500	5009861	
689	KR7109070003	109070	주성코퍼레이션보통주	주성코퍼레이션	JOOSUNG CORPORATION	20090317	KOSPI	주권	-	보통주	500	52810230	
690	KR7023450000	023450	주식회사동남합성	동남합성	DONGNAMCHEMICALCO,.LTD.	19961224	KOSPI	주권	-	보통주	500	3500000	
691	KR7002380004	002380	주식회사케이씨씨	KCC	KCC Corporation	19730625	KOSPI	주권	-	보통주	5000	8886471	1.0
692	KR7044380004	044380	주연테크 보통주	주연테크	JOOYONTECH	20061115	KOSPI	주권	-	보통주	200	64481582	
693	KR7024110009	024110	중소기업은행보통주	기업은행	INDUSTRIALBANKOFKOREA	20031224	KOSPI	주권	-	보통주	5000	797425869	1.0
694	KR7013890009	013890	지누스보통주	지누스	ZINUS	20191030	KOSPI	주권	-	보통주	500	22254576	
695	KR7001250000	001250	지에스글로벌보통주	GS글로벌	GS Global Corp.	19760626	KOSPI	주권	-	보통주	2500	82533764	
696	KR7007070006	007070	지에스리테일보통주	GS리테일	GS Retail	20111223	KOSPI	주권	-	보통주	1000	83607415	1.0
697	KR7499790004	499790	지에스피앤엘보통주	GS피앤엘	GS P&L	20241223	KOSPI	주권	-	보통주	1000	19830841	
698	KR7013870001	013870	지엠비코리아보통주	지엠비코리아	GMB Korea	20121120	KOSPI	주권	-	보통주	500	19072280	
699	KR7071320006	071320	지역난방공사보통주	지역난방공사	Korea District Heating	20100129	KOSPI	주권	-	보통주	5000	11578744	
700	KR7088790001	088790	진도 보통주	진도	JINDO.CO.,LTD	20060328	KOSPI	주권	-	보통주	500	12447744	
701	KR7003780004	003780	진양산업보통주	진양산업	Chinyang Industry	19730626	KOSPI	주권	-	보통주	500	13000000	
702	KR7010640001	010640	진양폴리우레탄보통주	진양폴리	ChinYangPolyurethane	19890930	KOSPI	주권	-	보통주	500	10000000	
703	KR7100250000	100250	진양홀딩스보통주	진양홀딩스	Chinyang Holdings Corporation	20080215	KOSPI	주권	-	보통주	500	55895292	
704	KR7051630002	051630	진양화학보통주	진양화학	ChinYangChemicalCorporation	20010129	KOSPI	주권	-	보통주	500	21200000	
705	KR7272450008	272450	진에어보통주	진에어	JIN AIR	20171208	KOSPI	주권	-	보통주	1000	52200000	
706	KR7011000007	011000	진원생명과학보통주	진원생명과학	GeneOneLifeScience	19871116	KOSPI	주권	-	보통주	1000	85409936	
707	KR7002781003	002785	진흥기업1우선주(신형)	진흥기업우B	CHINHUNG INT(1PB)	20030616	KOSPI	주권	-	신형우선주	500	857218	
708	KR7002782001	002787	진흥기업2우선주(신형)	진흥기업2우B	CHINHUNG INT (2PB)	20061205	KOSPI	주권	-	신형우선주	500	294808	
709	KR7002780005	002780	진흥기업보통주	진흥기업	ChinhungInternational	19770625	KOSPI	주권	-	보통주	500	145471745	
710	KR7025620006	025620	차AI헬스케어보통주	차AI헬스케어	CHA AI Healthkare	19950708	KOSPI	주권	-	보통주	500	18203973	
711	KR7009310004	009310	참엔지니어링보통주	참엔지니어링	Charm Engineering	19871112	KOSPI	주권	-	보통주	500	16973483	
712	KR7000650002	000650	천일고속보통주	천일고속	ChunilExpress	19770623	KOSPI	주권	-	보통주	5000	1429220	
713	KR7033250002	033250	체시스보통주	체시스	CHASYS Co.,Ltd	19990811	KOSPI	주권	-	보통주	500	32000000	
714	KR7323410001	323410	카카오뱅크보통주	카카오뱅크	KakaoBank Corp.	20210806	KOSPI	주권	-	보통주	5000	477011437	1.0
715	KR7035720002	035720	카카오보통주	카카오	Kakao	20170710	KOSPI	주권	-	보통주	100	442423799	1.0
716	KR7377300009	377300	카카오페이보통주	카카오페이	kakaopay	20211103	KOSPI	주권	-	보통주	500	135145150	1.0
717	KR7006380000	006380	카프로보통주	카프로	CAPRO	19740528	KOSPI	주권	-	보통주	500	168999996	
718	KR7415640002	415640	케이비발해인프라투융자회사보통주	KB발해인프라	KB Balhae Infrastructure Fund	20241129	KOSPI	사회간접자본투융자회사	-	보통주	무액면	122545548	
719	KR7001620004	001620	케이비아이동국실업보통주	케이비아이동국실업	KBI DONGKOOK IND	19900915	KOSPI	주권	-	보통주	500	111293031	
720	KR7008970006	008970	케이비아이동양철관보통주	KBI동양철관	KBI DONG YANG STEEL PIPE	19770305	KOSPI	주권	-	보통주	1000	103766907	
721	KR7009440009	009440	케이씨그린홀딩스보통주	KC그린홀딩스	KC Green Holdings	19941105	KOSPI	주권	-	보통주	500	23239141	
722	KR7029460003	029460	케이씨보통주	케이씨	KC	19971125	KOSPI	주권	-	보통주	500	13231263	
723	KR7344820006	344820	케이씨씨글라스보통주	KCC글라스	KCC GLASS Corporation	20200121	KOSPI	주권	-	보통주	1000	15970512	
724	KR7119650000	119650	케이씨코트렐보통주	KC코트렐	KC Cottrell	20100129	KOSPI	주권	-	보통주	500	109785309	
725	KR7281820001	281820	케이씨텍보통주	케이씨텍	KCTECH	20171205	KOSPI	주권	-	보통주	500	20690323	
726	KR7044450005	044450	케이에스에스 해운 보통주	KSS해운	KSS LINE	20071026	KOSPI	주권	-	보통주	500	23085880	
727	KR7092220003	092220	케이이씨 보통주	KEC	KEC Corporation	20061016	KOSPI	주권	-	보통주	500	200763141	
728	KR7381970003	381970	케이카보통주	케이카	K Car	20211013	KOSPI	주권	-	보통주	500	48820848	
729	KR7145270005	145270	케이탑리츠보통주	케이탑리츠	KTOPREITs	20120131	KOSPI	부동산투자회사	-	보통주	1000	48060774	
730	KR7030200000	030200	케이티보통주	KT	KTCorporation	19981223	KOSPI	주권	-	보통주	5000	252021685	1.0
731	KR7053210001	053210	케이티스카이라이프	스카이라이프	KT Skylife Co., Ltd.	20110603	KOSPI	주권	-	보통주	2500	47522955	
732	KR7058850009	058850	케이티씨에스보통주	KTcs	ktcs corporation	20100916	KOSPI	주권	-	보통주	500	42685000	
733	KR7058860008	058860	케이티아이에스보통주	KTis	ktis Corporation	20101217	KOSPI	주권	-	보통주	500	34802000	
734	KR7033780008	033780	케이티앤지보통주	KT&G	KT&G Corporation	19991008	KOSPI	주권	-	보통주	5000	117976645	1.0
735	KR7417310000	417310	코람코더원리츠보통주	코람코더원리츠	KORAMCO THE ONE REIT	20220328	KOSPI	부동산투자회사	-	보통주	500	40400000	
736	KR7357120005	357120	코람코라이프인프라리츠보통주	코람코라이프인프라리츠	KORAMCO LIFE INFRA REIT	20200831	KOSPI	부동산투자회사	-	보통주	500	97335354	
737	KR7007811003	007815	코리아써키트1우선주	코리아써우	KoreaCircuit(1P)	19890704	KOSPI	주권	-	구형우선주	500	2964690	
738	KR700781K015	00781K	코리아써키트2우선주(신형)	코리아써키트2우B	KOREA CIRCUIT(2PB)	20130617	KOSPI	주권	-	종류주권	500	783699	
739	KR7007810005	007810	코리아써키트보통주	코리아써키트	KoreaCircuit	19850909	KOSPI	주권	-	보통주	500	23620751	
740	KR7003690005	003690	코리안리재보험보통주	코리안리	Korean Reinsurance Company	19691222	KOSPI	주권	-	보통주	500	194821031	1.0
741	KR7192820009	192820	코스맥스보통주	코스맥스	COSMAX, INC.	20140407	KOSPI	주권	-	보통주	500	11349509	1.0
742	KR7044820009	044820	코스맥스비티아이 주식회사 보통주	코스맥스비티아이	COSMAX BTI	20061113	KOSPI	주권	-	보통주	500	9603921	
743	KR7005070008	005070	코스모신소재보통주	코스모신소재	CosmoAM&T	19870928	KOSPI	주권	-	보통주	1000	32510756	1.0
744	KR7005420005	005420	코스모화학보통주	코스모화학	COSMOCHEMICALCO	19870723	KOSPI	주권	-	보통주	1000	38408228	
745	KR7071950000	071950	코아스보통주	코아스	KOAS	20050804	KOSPI	주권	-	보통주	500	11468928	
746	KR7002021004	002025	코오롱1우선주	코오롱우	KOLON CORPORATION(1P)	19890822	KOSPI	주권	-	구형우선주	5000	1076390	
747	KR7003071008	003075	코오롱글로벌1우선주	코오롱글로벌우	KolonGlobalCorporation(1P)	19891211	KOSPI	주권	-	구형우선주	5000	740737	
748	KR7003070000	003070	코오롱글로벌보통주	코오롱글로벌	KolonGlobalCorporation	19780915	KOSPI	주권	-	보통주	5000	25423959	
749	KR745014K018	45014K	코오롱모빌리티그룹1우선주	코오롱모빌리티그룹우	KOLON MOBILITY GROUP(1P)	20230131	KOSPI	주권	-	종류주권	500	2456120	
750	KR7450140009	450140	코오롱모빌리티그룹보통주	코오롱모빌리티그룹	KOLON MOBILITY GROUP	20230131	KOSPI	주권	-	보통주	500	62777250	
751	KR7002020006	002020	코오롱보통주	코오롱	KOLON CORPORATION	19750623	KOSPI	주권	-	보통주	5000	12626426	
752	KR7138490008	138490	코오롱이앤피보통주	코오롱ENP	KOLON ENP, INC.	20110615	KOSPI	주권	-	보통주	1000	38000000	
753	KR7120111000	120115	코오롱인더스트리1우선주	코오롱인더우	KOLON INDUSTRIES(1P)	20100201	KOSPI	주권	-	구형우선주	5000	2767860	
